Gene	Factor	Family	Position	Relative orientation	Relative distance	Max. Score	Threshold Score	Score
At4g14890.1	ABI3	ABI3/VP1	8518905	+	-1922	n.a.	n.a.	n.a.
At4g15330.1	ABI3	ABI3/VP1	8753820	-	-663	n.a.	n.a.	n.a.
At4g15380.1	ABI3	ABI3/VP1	8791050	+	2311	n.a.	n.a.	n.a.
At4g15390.1	ABI3	ABI3/VP1	8791050	-	3243	n.a.	n.a.	n.a.
At4g15610.1	ABI3	ABI3/VP1	8911451	-	2389	n.a.	n.a.	n.a.
At4g16935.1	ABI3	ABI3/VP1	9533835	-	3117	n.a.	n.a.	n.a.
At4g16940.1	ABI3	ABI3/VP1	9533835	+	3969	n.a.	n.a.	n.a.
At4g17150.1	ABI3	ABI3/VP1	9641796	+	3611	n.a.	n.a.	n.a.
At4g17160.1	ABI3	ABI3/VP1	9642945	+	607	n.a.	n.a.	n.a.
At4g17160.1	ABI3	ABI3/VP1	9641796	-	1756	n.a.	n.a.	n.a.
At4g17170.1	ABI3	ABI3/VP1	9642945	+	3432	n.a.	n.a.	n.a.
At4g17615.1	ABI3	ABI3/VP1	9817537	+	1072	n.a.	n.a.	n.a.
At4g17616.1	ABI3	ABI3/VP1	9817537	+	-1974	n.a.	n.a.	n.a.
At4g17914.1	ABI3	ABI3/VP1	9960847	-	2676	n.a.	n.a.	n.a.
At4g17914.1	ABI3	ABI3/VP1	9956819	-	-1352	n.a.	n.a.	n.a.
At4g17915.1	ABI3	ABI3/VP1	9956819	+	3597	n.a.	n.a.	n.a.
At4g17915.1	ABI3	ABI3/VP1	9960847	+	-431	n.a.	n.a.	n.a.
At4g17920.1	ABI3	ABI3/VP1	9960847	+	3255	n.a.	n.a.	n.a.
At4g17990.1	ABI3	ABI3/VP1	9984889	+	3376	n.a.	n.a.	n.a.
At4g18205.1	ABI3	ABI3/VP1	10075176	+	1407	n.a.	n.a.	n.a.
At4g18210.1	ABI3	ABI3/VP1	10075176	+	-914	n.a.	n.a.	n.a.
At4g18280.1	ABI3	ABI3/VP1	10106782	-	2775	n.a.	n.a.	n.a.
At4g18282.1	ABI3	ABI3/VP1	10106782	-	-814	n.a.	n.a.	n.a.
At4g18501.1	ABI3	ABI3/VP1	10211360	+	2175	n.a.	n.a.	n.a.
At4g18510.1	ABI3	ABI3/VP1	10211360	+	-520	n.a.	n.a.	n.a.
At4g18570.1	ABI3	ABI3/VP1	10231361	+	132	n.a.	n.a.	n.a.
At4g19120.1	ABI3	ABI3/VP1	10464886	-	-701	n.a.	n.a.	n.a.
At4g19430.1	ABI3	ABI3/VP1	10597184	-	1978	n.a.	n.a.	n.a.
At4g19560.1	ABI3	ABI3/VP1	10663392	-	1954	n.a.	n.a.	n.a.
At4g19570.1	ABI3	ABI3/VP1	10663392	-	-1912	n.a.	n.a.	n.a.
At4g19980.1	ABI3	ABI3/VP1	10825214	+	3332	n.a.	n.a.	n.a.
At4g20240.1	ABI3	ABI3/VP1	10933793	-	429	n.a.	n.a.	n.a.
At4g20320.1	ABI3	ABI3/VP1	10973948	+	-641	n.a.	n.a.	n.a.
At4g20740.1	ABI3	ABI3/VP1	11128504	+	2342	n.a.	n.a.	n.a.
At4g20760.1	ABI3	ABI3/VP1	11128504	+	-522	n.a.	n.a.	n.a.
At4g20800.1	ABI3	ABI3/VP1	11141329	+	1709	n.a.	n.a.	n.a.
At4g20810.1	ABI3	ABI3/VP1	11141329	-	2279	n.a.	n.a.	n.a.
At4g20940.1	ABI3	ABI3/VP1	11203349	-	610	n.a.	n.a.	n.a.
At4g21362.1	ABI3	ABI3/VP1	11375050	+	-325	n.a.	n.a.	n.a.
At4g21437.1	ABI3	ABI3/VP1	11416589	+	826	n.a.	n.a.	n.a.
At4g21440.1	ABI3	ABI3/VP1	11416589	+	3182	n.a.	n.a.	n.a.
At4g21500.1	ABI3	ABI3/VP1	11443574	-	-1828	n.a.	n.a.	n.a.
At4g21510.1	ABI3	ABI3/VP1	11443574	-	3601	n.a.	n.a.	n.a.
At4g21920.1	ABI3	ABI3/VP1	11637763	+	-1278	n.a.	n.a.	n.a.
At4g21926.1	ABI3	ABI3/VP1	11637763	+	2413	n.a.	n.a.	n.a.
At4g23103.1	ABI3	ABI3/VP1	12109471	+	-726	n.a.	n.a.	n.a.
At4g23110.1	ABI3	ABI3/VP1	12109471	-	-1397	n.a.	n.a.	n.a.
At4g23590.1	ABI3	ABI3/VP1	12310407	+	3271	n.a.	n.a.	n.a.
At4g23600.1	ABI3	ABI3/VP1	12310407	+	-222	n.a.	n.a.	n.a.
At4g23710.1	ABI3	ABI3/VP1	12352858	+	2759	n.a.	n.a.	n.a.
At4g23713.1	ABI3	ABI3/VP1	12352858	+	-108	n.a.	n.a.	n.a.
At4g24430.1	ABI3	ABI3/VP1	12631836	+	1108	n.a.	n.a.	n.a.
At4g24440.1	ABI3	ABI3/VP1	12631836	+	-1354	n.a.	n.a.	n.a.
At4g24510.1	ABI3	ABI3/VP1	12662760	-	2001	n.a.	n.a.	n.a.
At4g24670.1	ABI3	ABI3/VP1	12728136	-	2619	n.a.	n.a.	n.a.
At4g25020.1	ABI3	ABI3/VP1	12859613	-	2372	n.a.	n.a.	n.a.
At4g25440.1	ABI3	ABI3/VP1	13008471	-	1147	n.a.	n.a.	n.a.
At4g25950.1	ABI3	ABI3/VP1	13174960	+	-616	n.a.	n.a.	n.a.
At4g25970.1	ABI3	ABI3/VP1	13185564	-	1441	n.a.	n.a.	n.a.
At4g26610.1	ABI3	ABI3/VP1	13424356	-	-199	n.a.	n.a.	n.a.
At4g26950.1	ABI3	ABI3/VP1	13534836	+	-671	n.a.	n.a.	n.a.
At4g27060.1	ABI3	ABI3/VP1	13585388	-	-227	n.a.	n.a.	n.a.
At4g27070.1	ABI3	ABI3/VP1	13585388	+	-958	n.a.	n.a.	n.a.
At4g27150.1	ABI3	ABI3/VP1	13611745	+	2398	n.a.	n.a.	n.a.
At4g27160.1	ABI3	ABI3/VP1	13611745	+	-57	n.a.	n.a.	n.a.
At4g27170.1	ABI3	ABI3/VP1	13611745	+	-1857	n.a.	n.a.	n.a.
At4g27350.1	ABI3	ABI3/VP1	13693802	-	-1000	n.a.	n.a.	n.a.
At4g27360.1	ABI3	ABI3/VP1	13693802	+	-161	n.a.	n.a.	n.a.
At4g27720.1	ABI3	ABI3/VP1	13833823	+	2779	n.a.	n.a.	n.a.
At4g27730.1	ABI3	ABI3/VP1	13833823	-	2761	n.a.	n.a.	n.a.
At4g28080.1	ABI3	ABI3/VP1	13958619	+	-1195	n.a.	n.a.	n.a.
At4g28085.1	ABI3	ABI3/VP1	13958619	-	-1419	n.a.	n.a.	n.a.
At4g28410.1	ABI3	ABI3/VP1	14053041	-	793	n.a.	n.a.	n.a.
At4g28500.1	ABI3	ABI3/VP1	14084736	+	2070	n.a.	n.a.	n.a.
At4g28510.1	ABI3	ABI3/VP1	14084736	-	2114	n.a.	n.a.	n.a.
At4g29240.1	ABI3	ABI3/VP1	14419197	+	586	n.a.	n.a.	n.a.
At4g29250.1	ABI3	ABI3/VP1	14419197	+	-1498	n.a.	n.a.	n.a.
At4g29450.1	ABI3	ABI3/VP1	14483741	+	-1109	n.a.	n.a.	n.a.
At4g29460.1	ABI3	ABI3/VP1	14483741	+	201	n.a.	n.a.	n.a.
At4g29470.1	ABI3	ABI3/VP1	14483741	+	2082	n.a.	n.a.	n.a.
At4g29570.1	ABI3	ABI3/VP1	14509395	-	1991	n.a.	n.a.	n.a.
At4g29580.1	ABI3	ABI3/VP1	14509395	-	-758	n.a.	n.a.	n.a.
At4g29950.1	ABI3	ABI3/VP1	14656405	+	-646	n.a.	n.a.	n.a.
At4g30180.1	ABI3	ABI3/VP1	14769228	-	286	n.a.	n.a.	n.a.
At4g31020.1	ABI3	ABI3/VP1	15111301	+	-1006	n.a.	n.a.	n.a.
At4g31030.1	ABI3	ABI3/VP1	15111301	+	304	n.a.	n.a.	n.a.
At4g31040.1	ABI3	ABI3/VP1	15111301	+	2831	n.a.	n.a.	n.a.
At4g31560.1	ABI3	ABI3/VP1	15294162	-	-1045	n.a.	n.a.	n.a.
At4g31580.1	ABI3	ABI3/VP1	15306178	+	-482	n.a.	n.a.	n.a.
At4g31615.1	ABI3	ABI3/VP1	15323821	+	-1621	n.a.	n.a.	n.a.
At4g31620.1	ABI3	ABI3/VP1	15323821	+	866	n.a.	n.a.	n.a.
At4g31630.1	ABI3	ABI3/VP1	15323821	+	3405	n.a.	n.a.	n.a.
At4g31920.1	ABI3	ABI3/VP1	15447498	-	-533	n.a.	n.a.	n.a.
At4g31930.1	ABI3	ABI3/VP1	15447498	-	3346	n.a.	n.a.	n.a.
At4g31930.1	ABI3	ABI3/VP1	15451853	-	-1009	n.a.	n.a.	n.a.
At4g31940.1	ABI3	ABI3/VP1	15451853	+	-141	n.a.	n.a.	n.a.
At4g31950.1	ABI3	ABI3/VP1	15456927	+	1758	n.a.	n.a.	n.a.
At4g31960.1	ABI3	ABI3/VP1	15456927	-	2860	n.a.	n.a.	n.a.
At4g32820.1	ABI3	ABI3/VP1	15838423	-	3216	n.a.	n.a.	n.a.
At4g33440.1	ABI3	ABI3/VP1	16095493	-	3550	n.a.	n.a.	n.a.
At4g33450.1	ABI3	ABI3/VP1	16095493	+	1120	n.a.	n.a.	n.a.
At4g33580.1	ABI3	ABI3/VP1	16141619	+	3258	n.a.	n.a.	n.a.
At4g33585.1	ABI3	ABI3/VP1	16141619	-	692	n.a.	n.a.	n.a.
At4g33590.1	ABI3	ABI3/VP1	16141619	-	2405	n.a.	n.a.	n.a.
At4g33950.1	ABI3	ABI3/VP1	16275433	+	3175	n.a.	n.a.	n.a.
At4g33950.1	ABI3	ABI3/VP1	16274675	-	2417	n.a.	n.a.	n.a.
At4g33960.1	ABI3	ABI3/VP1	16275433	+	-1938	n.a.	n.a.	n.a.
At4g34140.1	ABI3	ABI3/VP1	16353655	-	2919	n.a.	n.a.	n.a.
At4g34150.1	ABI3	ABI3/VP1	16353655	-	-1295	n.a.	n.a.	n.a.
At4g34410.1	ABI3	ABI3/VP1	16450024	+	-1856	n.a.	n.a.	n.a.
At4g34930.1	ABI3	ABI3/VP1	16639383	-	2056	n.a.	n.a.	n.a.
At4g34940.1	ABI3	ABI3/VP1	16639383	-	-220	n.a.	n.a.	n.a.
At4g35000.1	ABI3	ABI3/VP1	16668739	+	-1016	n.a.	n.a.	n.a.
At4g35010.1	ABI3	ABI3/VP1	16668739	+	3358	n.a.	n.a.	n.a.
At4g35100.1	ABI3	ABI3/VP1	16708178	+	-425	n.a.	n.a.	n.a.
At4g35310.1	ABI3	ABI3/VP1	16805918	-	3926	n.a.	n.a.	n.a.
At4g35320.1	ABI3	ABI3/VP1	16805918	+	742	n.a.	n.a.	n.a.
At4g35335.1	ABI3	ABI3/VP1	16805918	-	-1352	n.a.	n.a.	n.a.
At4g35480.1	ABI3	ABI3/VP1	16853316	+	-364	n.a.	n.a.	n.a.
At4g35905.1	ABI3	ABI3/VP1	17009488	+	-1331	n.a.	n.a.	n.a.
At4g35910.1	ABI3	ABI3/VP1	17009488	+	2024	n.a.	n.a.	n.a.
At4g36860.1	ABI3	ABI3/VP1	17359005	+	2867	n.a.	n.a.	n.a.
At4g37295.1	ABI3	ABI3/VP1	17554138	+	584	n.a.	n.a.	n.a.
At4g37300.1	ABI3	ABI3/VP1	17554138	+	-497	n.a.	n.a.	n.a.
At4g37430.1	ABI3	ABI3/VP1	17600235	+	3131	n.a.	n.a.	n.a.
At4g37440.1	ABI3	ABI3/VP1	17600235	+	-981	n.a.	n.a.	n.a.
At4g37570.1	ABI3	ABI3/VP1	17652884	+	3667	n.a.	n.a.	n.a.
At4g37790.1	ABI3	ABI3/VP1	17771416	-	3380	n.a.	n.a.	n.a.
At4g37810.1	ABI3	ABI3/VP1	17784703	+	3739	n.a.	n.a.	n.a.
At4g37820.1	ABI3	ABI3/VP1	17784703	+	-546	n.a.	n.a.	n.a.
At4g38850.1	ABI3	ABI3/VP1	18129486	-	3321	n.a.	n.a.	n.a.
At4g38860.1	ABI3	ABI3/VP1	18129486	-	-776	n.a.	n.a.	n.a.
At4g39000.1	ABI3	ABI3/VP1	18175680	+	-1889	n.a.	n.a.	n.a.
At4g39010.1	ABI3	ABI3/VP1	18175680	+	3497	n.a.	n.a.	n.a.
At5g01160.1	ABI3	ABI3/VP1	57658	+	3649	n.a.	n.a.	n.a.
At5g01170.1	ABI3	ABI3/VP1	57658	+	-503	n.a.	n.a.	n.a.
At5g01200.1	ABI3	ABI3/VP1	80386	+	3271	n.a.	n.a.	n.a.
At5g01210.1	ABI3	ABI3/VP1	84187	-	-286	n.a.	n.a.	n.a.
At5g01215.1	ABI3	ABI3/VP1	84187	+	1729	n.a.	n.a.	n.a.
At5g01240.1	ABI3	ABI3/VP1	100122	-	2229	n.a.	n.a.	n.a.
At5g01250.1	ABI3	ABI3/VP1	100122	+	3647	n.a.	n.a.	n.a.
At5g01860.1	ABI3	ABI3/VP1	337275	-	1648	n.a.	n.a.	n.a.
At5g01870.1	ABI3	ABI3/VP1	337275	-	101	n.a.	n.a.	n.a.
At5g01880.1	ABI3	ABI3/VP1	337275	-	-1621	n.a.	n.a.	n.a.
At5g03660.1	ABI3	ABI3/VP1	941845	+	3869	n.a.	n.a.	n.a.
At5g03730.1	ABI3	ABI3/VP1	980565	+	-717	n.a.	n.a.	n.a.
At5g03740.1	ABI3	ABI3/VP1	980565	-	-1310	n.a.	n.a.	n.a.
At5g03775.1	ABI3	ABI3/VP1	1002532	+	3591	n.a.	n.a.	n.a.
At5g03775.1	ABI3	ABI3/VP1	1002528	-	3587	n.a.	n.a.	n.a.
At5g03780.1	ABI3	ABI3/VP1	1002532	-	-1504	n.a.	n.a.	n.a.
At5g03780.1	ABI3	ABI3/VP1	1002528	+	-1500	n.a.	n.a.	n.a.
At5g04090.1	ABI3	ABI3/VP1	1108977	-	-710	n.a.	n.a.	n.a.
At5g04520.1	ABI3	ABI3/VP1	1291277	-	-213	n.a.	n.a.	n.a.
At5g04530.1	ABI3	ABI3/VP1	1291277	-	2412	n.a.	n.a.	n.a.
At5g04560.1	ABI3	ABI3/VP1	1312263	-	3069	n.a.	n.a.	n.a.
At5g05470.1	ABI3	ABI3/VP1	1621895	+	1436	n.a.	n.a.	n.a.
At5g05480.1	ABI3	ABI3/VP1	1621895	-	2376	n.a.	n.a.	n.a.
At5g05900.1	ABI3	ABI3/VP1	1778155	-	3641	n.a.	n.a.	n.a.
At5g05910.1	ABI3	ABI3/VP1	1778155	-	1296	n.a.	n.a.	n.a.
At5g05920.1	ABI3	ABI3/VP1	1778155	+	1672	n.a.	n.a.	n.a.
At5g05965.1	ABI3	ABI3/VP1	1794036	+	-1401	n.a.	n.a.	n.a.
At5g05970.1	ABI3	ABI3/VP1	1794036	-	-1259	n.a.	n.a.	n.a.
At5g06240.1	ABI3	ABI3/VP1	1889216	+	904	n.a.	n.a.	n.a.
At5g07640.1	ABI3	ABI3/VP1	2417268	-	2420	n.a.	n.a.	n.a.
At5g07650.1	ABI3	ABI3/VP1	2419578	+	2237	n.a.	n.a.	n.a.
At5g08060.1	ABI3	ABI3/VP1	2583613	+	3163	n.a.	n.a.	n.a.
At5g08070.1	ABI3	ABI3/VP1	2583613	+	-1273	n.a.	n.a.	n.a.
At5g08360.1	ABI3	ABI3/VP1	2689742	+	28	n.a.	n.a.	n.a.
At5g08360.1	ABI3	ABI3/VP1	2691278	-	1564	n.a.	n.a.	n.a.
At5g08370.1	ABI3	ABI3/VP1	2689742	-	3797	n.a.	n.a.	n.a.
At5g08370.1	ABI3	ABI3/VP1	2691278	+	2261	n.a.	n.a.	n.a.
At5g08390.1	ABI3	ABI3/VP1	2703731	+	2717	n.a.	n.a.	n.a.
At5g08450.1	ABI3	ABI3/VP1	2734321	-	-1432	n.a.	n.a.	n.a.
At5g08460.1	ABI3	ABI3/VP1	2734321	+	1100	n.a.	n.a.	n.a.
At5g08470.1	ABI3	ABI3/VP1	2734321	+	-1605	n.a.	n.a.	n.a.
At5g10150.1	ABI3	ABI3/VP1	3184798	+	-932	n.a.	n.a.	n.a.
At5g10160.1	ABI3	ABI3/VP1	3184798	-	-949	n.a.	n.a.	n.a.
At5g10500.1	ABI3	ABI3/VP1	3308112	-	2780	n.a.	n.a.	n.a.
At5g10504.1	ABI3	ABI3/VP1	3308112	+	3385	n.a.	n.a.	n.a.
At5g11190.1	ABI3	ABI3/VP1	3565279	-	302	n.a.	n.a.	n.a.
At5g11200.1	ABI3	ABI3/VP1	3565279	-	-1896	n.a.	n.a.	n.a.
At5g11510.1	ABI3	ABI3/VP1	3683413	-	3604	n.a.	n.a.	n.a.
At5g11970.1	ABI3	ABI3/VP1	3865620	-	-1864	n.a.	n.a.	n.a.
At5g11977.1	ABI3	ABI3/VP1	3865620	+	-1594	n.a.	n.a.	n.a.
At5g12350.1	ABI3	ABI3/VP1	3997546	+	2203	n.a.	n.a.	n.a.
At5g12910.1	ABI3	ABI3/VP1	4077484	-	319	n.a.	n.a.	n.a.
At5g14340.1	ABI3	ABI3/VP1	4623523	+	153	n.a.	n.a.	n.a.
At5g14345.1	ABI3	ABI3/VP1	4623523	-	3202	n.a.	n.a.	n.a.
At5g14480.1	ABI3	ABI3/VP1	4668711	-	934	n.a.	n.a.	n.a.
At5g14490.1	ABI3	ABI3/VP1	4668711	+	3364	n.a.	n.a.	n.a.
At5g14495.1	ABI3	ABI3/VP1	4676475	+	2572	n.a.	n.a.	n.a.
At5g14500.1	ABI3	ABI3/VP1	4676475	-	293	n.a.	n.a.	n.a.
At5g14510.1	ABI3	ABI3/VP1	4676475	-	2722	n.a.	n.a.	n.a.
At5g14580.1	ABI3	ABI3/VP1	4704205	-	-1118	n.a.	n.a.	n.a.
At5g14590.1	ABI3	ABI3/VP1	4704205	-	2536	n.a.	n.a.	n.a.
At5g15050.1	ABI3	ABI3/VP1	4875183	+	-1582	n.a.	n.a.	n.a.
At5g15060.1	ABI3	ABI3/VP1	4875183	+	769	n.a.	n.a.	n.a.
At5g15070.1	ABI3	ABI3/VP1	4875183	-	-1335	n.a.	n.a.	n.a.
At5g15810.1	ABI3	ABI3/VP1	5159710	+	1909	n.a.	n.a.	n.a.
At5g15815.1	ABI3	ABI3/VP1	5159710	+	-1805	n.a.	n.a.	n.a.
At5g15815.1	ABI3	ABI3/VP1	5164622	-	3107	n.a.	n.a.	n.a.
At5g15820.1	ABI3	ABI3/VP1	5164622	-	2895	n.a.	n.a.	n.a.
At5g15990.1	ABI3	ABI3/VP1	5221289	+	3511	n.a.	n.a.	n.a.
At5g15995.1	ABI3	ABI3/VP1	5221289	-	-373	n.a.	n.a.	n.a.
At5g16020.1	ABI3	ABI3/VP1	5233112	+	3417	n.a.	n.a.	n.a.
At5g16023.1	ABI3	ABI3/VP1	5233112	-	-223	n.a.	n.a.	n.a.
At5g16235.1	ABI3	ABI3/VP1	5307607	-	-1776	n.a.	n.a.	n.a.
At5g16240.1	ABI3	ABI3/VP1	5307607	+	797	n.a.	n.a.	n.a.
At5g16250.1	ABI3	ABI3/VP1	5307607	-	3347	n.a.	n.a.	n.a.
At5g16980.1	ABI3	ABI3/VP1	5580715	-	68	n.a.	n.a.	n.a.
At5g16990.1	ABI3	ABI3/VP1	5580715	-	3317	n.a.	n.a.	n.a.
At5g17070.1	ABI3	ABI3/VP1	5617433	+	-1292	n.a.	n.a.	n.a.
At5g17073.1	ABI3	ABI3/VP1	5617433	-	-2	n.a.	n.a.	n.a.
At5g17700.1	ABI3	ABI3/VP1	5834648	-	-745	n.a.	n.a.	n.a.
At5g18260.1	ABI3	ABI3/VP1	6039821	+	-1713	n.a.	n.a.	n.a.
At5g18270.1	ABI3	ABI3/VP1	6039821	+	3119	n.a.	n.a.	n.a.
At5g18300.1	ABI3	ABI3/VP1	6060670	-	2895	n.a.	n.a.	n.a.
At5g18310.1	ABI3	ABI3/VP1	6060670	-	-1031	n.a.	n.a.	n.a.
At5g19220.1	ABI3	ABI3/VP1	6467081	-	-248	n.a.	n.a.	n.a.
At5g19221.1	ABI3	ABI3/VP1	6467081	+	2845	n.a.	n.a.	n.a.
At5g19257.1	ABI3	ABI3/VP1	6481548	+	3992	n.a.	n.a.	n.a.
At5g19260.1	ABI3	ABI3/VP1	6481548	-	-1100	n.a.	n.a.	n.a.
At5g19280.1	ABI3	ABI3/VP1	6491466	+	3145	n.a.	n.a.	n.a.
At5g20300.1	ABI3	ABI3/VP1	6857291	-	-387	n.a.	n.a.	n.a.
At5g20310.1	ABI3	ABI3/VP1	6857291	+	-264	n.a.	n.a.	n.a.
At5g20680.1	ABI3	ABI3/VP1	6997616	-	-489	n.a.	n.a.	n.a.
At5g20840.1	ABI3	ABI3/VP1	7066591	+	2630	n.a.	n.a.	n.a.
At5g21030.1	ABI3	ABI3/VP1	7144531	-	-257	n.a.	n.a.	n.a.
At5g21040.1	ABI3	ABI3/VP1	7144531	-	2600	n.a.	n.a.	n.a.
At5g22390.1	ABI3	ABI3/VP1	7419470	-	-218	n.a.	n.a.	n.a.
At5g22800.1	ABI3	ABI3/VP1	7621837	-	-1853	n.a.	n.a.	n.a.
At5g22810.1	ABI3	ABI3/VP1	7621837	+	266	n.a.	n.a.	n.a.
At5g23030.1	ABI3	ABI3/VP1	7727845	+	1054	n.a.	n.a.	n.a.
At5g23035.1	ABI3	ABI3/VP1	7727845	-	613	n.a.	n.a.	n.a.
At5g23040.1	ABI3	ABI3/VP1	7727845	-	3194	n.a.	n.a.	n.a.
At5g23395.1	ABI3	ABI3/VP1	7878237	-	-1807	n.a.	n.a.	n.a.
At5g23610.1	ABI3	ABI3/VP1	7961890	+	-1615	n.a.	n.a.	n.a.
At5g24210.1	ABI3	ABI3/VP1	8219802	-	2464	n.a.	n.a.	n.a.
At5g25490.1	ABI3	ABI3/VP1	8875979	-	-510	n.a.	n.a.	n.a.
At5g25570.1	ABI3	ABI3/VP1	8904603	-	2859	n.a.	n.a.	n.a.
At5g25580.1	ABI3	ABI3/VP1	8904603	-	1095	n.a.	n.a.	n.a.
At5g25585.1	ABI3	ABI3/VP1	8904603	-	-1816	n.a.	n.a.	n.a.
At5g25800.1	ABI3	ABI3/VP1	8983312	+	-436	n.a.	n.a.	n.a.
At5g26230.1	ABI3	ABI3/VP1	9175209	+	-664	n.a.	n.a.	n.a.
At5g26230.1	ABI3	ABI3/VP1	9171446	-	3099	n.a.	n.a.	n.a.
At5g27020.1	ABI3	ABI3/VP1	9510774	+	2673	n.a.	n.a.	n.a.
At5g27020.1	ABI3	ABI3/VP1	9510733	+	2632	n.a.	n.a.	n.a.
At5g27160.1	ABI3	ABI3/VP1	9563227	+	628	n.a.	n.a.	n.a.
At5g27370.1	ABI3	ABI3/VP1	9667229	+	-85	n.a.	n.a.	n.a.
At5g27380.1	ABI3	ABI3/VP1	9667229	-	3736	n.a.	n.a.	n.a.
At5g27540.1	ABI3	ABI3/VP1	9725230	+	2802	n.a.	n.a.	n.a.
At5g27541.1	ABI3	ABI3/VP1	9725230	-	2610	n.a.	n.a.	n.a.
At5g27680.1	ABI3	ABI3/VP1	9800790	-	-1826	n.a.	n.a.	n.a.
At5g28330.1	ABI3	ABI3/VP1	10307843	-	670	n.a.	n.a.	n.a.
At5g28340.1	ABI3	ABI3/VP1	10315948	+	1826	n.a.	n.a.	n.a.
At5g28380.1	ABI3	ABI3/VP1	10339934	+	1077	n.a.	n.a.	n.a.
At5g28380.1	ABI3	ABI3/VP1	10342322	-	-1311	n.a.	n.a.	n.a.
At5g28390.1	ABI3	ABI3/VP1	10339934	+	3067	n.a.	n.a.	n.a.
At5g28390.1	ABI3	ABI3/VP1	10342322	-	679	n.a.	n.a.	n.a.
At5g28698.1	ABI3	ABI3/VP1	10749976	-	-422	n.a.	n.a.	n.a.
At5g28892.1	ABI3	ABI3/VP1	10908971	+	3029	n.a.	n.a.	n.a.
At5g28927.1	ABI3	ABI3/VP1	10958601	-	2782	n.a.	n.a.	n.a.
At5g28931.1	ABI3	ABI3/VP1	10958601	-	3184	n.a.	n.a.	n.a.
At5g29015.1	ABI3	ABI3/VP1	11032279	-	576	n.a.	n.a.	n.a.
At5g31511.1	ABI3	ABI3/VP1	11573124	-	486	n.a.	n.a.	n.a.
At5g32563.1	ABI3	ABI3/VP1	12218924	-	1446	n.a.	n.a.	n.a.
At5g33990.1	ABI3	ABI3/VP1	12813241	-	-1460	n.a.	n.a.	n.a.
At5g34082.1	ABI3	ABI3/VP1	12813241	-	833	n.a.	n.a.	n.a.
At5g34174.1	ABI3	ABI3/VP1	12813241	+	-1186	n.a.	n.a.	n.a.
At5g34376.1	ABI3	ABI3/VP1	12855210	-	817	n.a.	n.a.	n.a.
At5g34394.1	ABI3	ABI3/VP1	12855210	+	-1160	n.a.	n.a.	n.a.
At5g34849.1	ABI3	ABI3/VP1	13086204	+	-1560	n.a.	n.a.	n.a.
At5g35260.1	ABI3	ABI3/VP1	13524220	-	2352	n.a.	n.a.	n.a.
At5g35270.1	ABI3	ABI3/VP1	13524220	-	-458	n.a.	n.a.	n.a.
At5g35770.1	ABI3	ABI3/VP1	13956320	-	1777	n.a.	n.a.	n.a.
At5g35790.1	ABI3	ABI3/VP1	13976913	-	70	n.a.	n.a.	n.a.
At5g35791.1	ABI3	ABI3/VP1	13976913	+	-1728	n.a.	n.a.	n.a.
At5g35915.1	ABI3	ABI3/VP1	14064488	+	2392	n.a.	n.a.	n.a.
At5g35917.1	ABI3	ABI3/VP1	14064488	+	-1865	n.a.	n.a.	n.a.
At5g36080.1	ABI3	ABI3/VP1	14202537	+	884	n.a.	n.a.	n.a.
At5g37070.1	ABI3	ABI3/VP1	14668006	+	-236	n.a.	n.a.	n.a.
At5g37072.1	ABI3	ABI3/VP1	14668006	-	3042	n.a.	n.a.	n.a.
At5g37450.1	ABI3	ABI3/VP1	14871819	-	2509	n.a.	n.a.	n.a.
At5g37478.1	ABI3	ABI3/VP1	14899862	+	-186	n.a.	n.a.	n.a.
At5g37480.1	ABI3	ABI3/VP1	14899862	-	3337	n.a.	n.a.	n.a.
At5g37580.1	ABI3	ABI3/VP1	14946384	-	416	n.a.	n.a.	n.a.
At5g37590.1	ABI3	ABI3/VP1	14950583	-	-566	n.a.	n.a.	n.a.
At5g37590.1	ABI3	ABI3/VP1	14946384	-	3633	n.a.	n.a.	n.a.
At5g37600.1	ABI3	ABI3/VP1	14950583	-	2488	n.a.	n.a.	n.a.
At5g37650.1	ABI3	ABI3/VP1	14974913	-	-1849	n.a.	n.a.	n.a.
At5g37690.1	ABI3	ABI3/VP1	14994876	-	-1477	n.a.	n.a.	n.a.
At5g37710.1	ABI3	ABI3/VP1	14994876	+	-1513	n.a.	n.a.	n.a.
At5g37730.1	ABI3	ABI3/VP1	15006050	-	-1903	n.a.	n.a.	n.a.
At5g37732.1	ABI3	ABI3/VP1	15006050	-	-559	n.a.	n.a.	n.a.
At5g38730.1	ABI3	ABI3/VP1	15530224	+	2093	n.a.	n.a.	n.a.
At5g38740.1	ABI3	ABI3/VP1	15530224	-	1311	n.a.	n.a.	n.a.
At5g39240.1	ABI3	ABI3/VP1	15731040	-	-809	n.a.	n.a.	n.a.
At5g39580.1	ABI3	ABI3/VP1	15865411	-	925	n.a.	n.a.	n.a.
At5g39581.1	ABI3	ABI3/VP1	15865411	-	1118	n.a.	n.a.	n.a.
At5g40350.1	ABI3	ABI3/VP1	16159410	-	-1048	n.a.	n.a.	n.a.
At5g40750.1	ABI3	ABI3/VP1	16326627	+	1043	n.a.	n.a.	n.a.
At5g40760.1	ABI3	ABI3/VP1	16326627	+	-1349	n.a.	n.a.	n.a.
At5g40790.1	ABI3	ABI3/VP1	16347498	+	756	n.a.	n.a.	n.a.
